age;race;marital-status;education;occupation;salary-class
45;White;Divorced;Bachelors;Exec-managerial;<=50K
34;White;Never-married;Some-college;Prof-specialty;<=50K
70;White;Divorced;Some-college;Other-service;<=50K
32;White;Never-married;Masters;Prof-specialty;<=50K
33;White;Divorced;Assoc-voc;Other-service;<=50K
24;White;Never-married;Bachelors;Exec-managerial;<=50K
30;White;Never-married;Bachelors;Prof-specialty;<=50K
22;Black;Never-married;Some-college;Sales;<=50K
67;White;Married-civ-spouse;10th;Farming-fishing;<=50K
40;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
55;White;Married-civ-spouse;Assoc-voc;Prof-specialty;<=50K
29;White;Divorced;HS-grad;Exec-managerial;<=50K
62;White;Married-civ-spouse;HS-grad;Sales;<=50K
22;White;Divorced;HS-grad;Machine-op-inspct;<=50K
64;White;Married-civ-spouse;9th;Craft-repair;<=50K
29;White;Never-married;Bachelors;Exec-managerial;<=50K
28;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
25;White;Never-married;HS-grad;Exec-managerial;<=50K
18;White;Never-married;12th;Other-service;<=50K
52;White;Married-civ-spouse;10th;Sales;<=50K
36;Black;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
23;White;Divorced;Assoc-voc;Adm-clerical;<=50K
41;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
53;White;Divorced;HS-grad;Prof-specialty;<=50K
26;White;Divorced;Some-college;Exec-managerial;<=50K
22;White;Never-married;Some-college;Other-service;<=50K
25;White;Never-married;Masters;Prof-specialty;<=50K
31;Other;Married-civ-spouse;Some-college;Other-service;<=50K
36;White;Married-civ-spouse;Assoc-acdm;Machine-op-inspct;<=50K
46;White;Married-civ-spouse;Some-college;Machine-op-inspct;<=50K
32;White;Married-civ-spouse;Some-college;Other-service;<=50K
43;White;Never-married;HS-grad;Farming-fishing;<=50K
37;White;Married-civ-spouse;Masters;Exec-managerial;<=50K
22;White;Never-married;HS-grad;Handlers-cleaners;<=50K
51;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
40;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
46;White;Married-civ-spouse;Some-college;Machine-op-inspct;<=50K
30;White;Never-married;Some-college;Tech-support;<=50K
31;White;Never-married;Some-college;Adm-clerical;<=50K
31;White;Married-civ-spouse;1st-4th;Handlers-cleaners;<=50K
30;White;Divorced;HS-grad;Craft-repair;<=50K
27;White;Never-married;Bachelors;Prof-specialty;<=50K
28;White;Divorced;HS-grad;Transport-moving;<=50K
34;White;Married-spouse-absent;HS-grad;Machine-op-inspct;<=50K
26;White;Never-married;Some-college;Handlers-cleaners;<=50K
23;White;Never-married;Some-college;Protective-serv;<=50K
42;White;Divorced;Masters;Prof-specialty;<=50K
36;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
27;White;Never-married;Masters;Prof-specialty;<=50K
42;White;Widowed;HS-grad;Other-service;<=50K
39;Black;Divorced;HS-grad;Other-service;<=50K
20;White;Never-married;Preschool;Other-service;<=50K
55;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
47;White;Married-civ-spouse;9th;Machine-op-inspct;<=50K
36;White;Married-civ-spouse;Some-college;Sales;<=50K
39;White;Divorced;Doctorate;Prof-specialty;<=50K
48;White;Married-civ-spouse;Assoc-acdm;Transport-moving;<=50K
30;White;Never-married;Assoc-voc;Handlers-cleaners;<=50K
24;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
57;White;Widowed;HS-grad;Craft-repair;<=50K
20;White;Never-married;Some-college;Farming-fishing;<=50K
56;White;Divorced;HS-grad;Prof-specialty;<=50K
57;Black;Married-civ-spouse;HS-grad;Craft-repair;<=50K
33;White;Married-civ-spouse;HS-grad;Tech-support;<=50K
28;White;Never-married;HS-grad;Craft-repair;<=50K
31;White;Never-married;Some-college;Other-service;<=50K
60;White;Divorced;Assoc-acdm;Other-service;<=50K
50;White;Never-married;Some-college;Handlers-cleaners;<=50K
23;White;Never-married;Bachelors;Exec-managerial;<=50K
30;White;Never-married;HS-grad;Other-service;<=50K
49;White;Never-married;Bachelors;Prof-specialty;<=50K
47;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
37;White;Divorced;HS-grad;Tech-support;<=50K
25;Black;Married-civ-spouse;10th;Protective-serv;<=50K
37;White;Never-married;Assoc-acdm;Adm-clerical;<=50K
47;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
34;White;Never-married;Some-college;Other-service;<=50K
39;White;Separated;Some-college;Machine-op-inspct;<=50K
32;White;Married-civ-spouse;7th-8th;Handlers-cleaners;<=50K
24;White;Married-civ-spouse;HS-grad;Other-service;<=50K
28;White;Never-married;Prof-school;Prof-specialty;<=50K
41;White;Married-civ-spouse;7th-8th;Craft-repair;<=50K
32;White;Married-civ-spouse;HS-grad;Protective-serv;<=50K
24;White;Never-married;Some-college;Other-service;<=50K
22;White;Never-married;Bachelors;Exec-managerial;<=50K
36;White;Never-married;Masters;Prof-specialty;<=50K
23;Amer-Indian-Eskimo;Never-married;Bachelors;Prof-specialty;<=50K
35;Black;Never-married;Some-college;Prof-specialty;<=50K
35;White;Never-married;Bachelors;Prof-specialty;<=50K
18;White;Never-married;11th;Transport-moving;<=50K
43;White;Divorced;9th;Handlers-cleaners;<=50K
53;White;Married-civ-spouse;HS-grad;Protective-serv;<=50K
54;White;Married-civ-spouse;Some-college;Protective-serv;<=50K
29;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
46;White;Never-married;Assoc-acdm;Adm-clerical;<=50K
24;Asian-Pac-Islander;Never-married;Some-college;Handlers-cleaners;<=50K
30;Asian-Pac-Islander;Separated;Some-college;Other-service;<=50K
23;White;Never-married;Some-college;Priv-house-serv;<=50K
36;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
38;White;Married-civ-spouse;Bachelors;Craft-repair;<=50K
33;White;Married-civ-spouse;Masters;Tech-support;<=50K
66;White;Married-civ-spouse;Some-college;Protective-serv;<=50K
45;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
17;White;Never-married;10th;Other-service;<=50K
40;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
34;White;Married-civ-spouse;Some-college;Handlers-cleaners;<=50K
56;White;Divorced;10th;Craft-repair;<=50K
42;Black;Separated;Some-college;Adm-clerical;<=50K
30;White;Separated;HS-grad;Craft-repair;<=50K
47;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
57;Amer-Indian-Eskimo;Married-spouse-absent;Assoc-acdm;Farming-fishing;<=50K
34;White;Divorced;11th;Craft-repair;<=50K
40;White;Divorced;HS-grad;Craft-repair;<=50K
22;White;Never-married;HS-grad;Machine-op-inspct;<=50K
36;Asian-Pac-Islander;Separated;HS-grad;Adm-clerical;<=50K
36;White;Divorced;Some-college;Sales;<=50K
18;White;Never-married;HS-grad;Farming-fishing;<=50K
27;White;Never-married;HS-grad;Adm-clerical;<=50K
30;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
36;White;Never-married;7th-8th;Farming-fishing;<=50K
48;White;Married-civ-spouse;Masters;Exec-managerial;<=50K
21;White;Never-married;5th-6th;Priv-house-serv;<=50K
41;White;Married-civ-spouse;1st-4th;Farming-fishing;<=50K
61;White;Married-civ-spouse;1st-4th;Craft-repair;<=50K
64;White;Married-civ-spouse;7th-8th;Craft-repair;<=50K
35;Black;Separated;Some-college;Adm-clerical;<=50K
44;White;Divorced;HS-grad;Transport-moving;<=50K
20;White;Never-married;Some-college;Sales;<=50K
23;White;Divorced;Some-college;Adm-clerical;<=50K
52;White;Married-civ-spouse;10th;Other-service;<=50K
43;White;Never-married;Masters;Exec-managerial;<=50K
32;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Handlers-cleaners;<=50K
63;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Craft-repair;<=50K
42;Asian-Pac-Islander;Married-civ-spouse;Some-college;Exec-managerial;<=50K
65;White;Divorced;10th;Handlers-cleaners;<=50K
24;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
42;White;Never-married;Some-college;Other-service;<=50K
35;Black;Married-civ-spouse;HS-grad;Transport-moving;<=50K
38;White;Divorced;Some-college;Adm-clerical;<=50K
26;White;Divorced;HS-grad;Adm-clerical;<=50K
46;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
39;White;Never-married;Some-college;Adm-clerical;<=50K
26;White;Divorced;Some-college;Handlers-cleaners;<=50K
55;Black;Never-married;HS-grad;Handlers-cleaners;<=50K
24;White;Never-married;Some-college;Other-service;<=50K
47;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
27;White;Never-married;Bachelors;Adm-clerical;<=50K
36;White;Never-married;Bachelors;Adm-clerical;<=50K
21;White;Never-married;Bachelors;Sales;<=50K
29;Other;Married-civ-spouse;HS-grad;Transport-moving;<=50K
25;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
73;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
43;White;Married-civ-spouse;Bachelors;Exec-managerial;<=50K
47;White;Divorced;HS-grad;Craft-repair;<=50K
20;White;Never-married;Some-college;Adm-clerical;<=50K
22;White;Never-married;Some-college;Transport-moving;<=50K
76;White;Married-civ-spouse;7th-8th;Craft-repair;<=50K
24;Black;Never-married;Some-college;Transport-moving;<=50K
54;White;Married-civ-spouse;Some-college;Sales;<=50K
33;White;Married-civ-spouse;Some-college;Craft-repair;<=50K
30;White;Divorced;Some-college;Machine-op-inspct;<=50K
49;White;Divorced;Assoc-voc;Sales;<=50K
30;White;Never-married;HS-grad;Craft-repair;<=50K
22;Other;Never-married;HS-grad;Adm-clerical;<=50K
19;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
46;White;Married-civ-spouse;HS-grad;Protective-serv;<=50K
51;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
56;Other;Widowed;7th-8th;Machine-op-inspct;<=50K
53;White;Widowed;Some-college;Sales;<=50K
27;White;Never-married;Bachelors;Prof-specialty;<=50K
46;White;Never-married;Some-college;Exec-managerial;<=50K
41;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Other-service;<=50K
57;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
44;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
32;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
27;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
57;White;Widowed;Some-college;Adm-clerical;<=50K
59;White;Married-civ-spouse;Bachelors;Farming-fishing;<=50K
22;White;Never-married;Bachelors;Exec-managerial;<=50K
39;White;Never-married;HS-grad;Adm-clerical;<=50K
61;White;Divorced;9th;Sales;<=50K
24;White;Never-married;Some-college;Sales;<=50K
25;White;Never-married;Some-college;Sales;<=50K
44;White;Married-civ-spouse;Assoc-voc;Craft-repair;<=50K
30;White;Divorced;HS-grad;Adm-clerical;<=50K
36;Black;Divorced;10th;Craft-repair;<=50K
60;White;Married-civ-spouse;5th-6th;Transport-moving;<=50K
49;White;Married-civ-spouse;11th;Exec-managerial;<=50K
53;White;Married-civ-spouse;5th-6th;Craft-repair;<=50K
23;White;Never-married;Some-college;Tech-support;<=50K
20;Black;Married-civ-spouse;Some-college;Sales;<=50K
43;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
31;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
24;Asian-Pac-Islander;Never-married;Some-college;Adm-clerical;<=50K
39;Asian-Pac-Islander;Separated;Assoc-voc;Adm-clerical;<=50K
20;White;Never-married;5th-6th;Handlers-cleaners;<=50K
42;White;Separated;11th;Other-service;<=50K
53;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
20;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
58;White;Married-civ-spouse;1st-4th;Transport-moving;<=50K
51;White;Divorced;HS-grad;Sales;<=50K
25;White;Never-married;HS-grad;Handlers-cleaners;<=50K
38;White;Never-married;Assoc-acdm;Prof-specialty;<=50K
25;White;Never-married;10th;Machine-op-inspct;<=50K
50;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
31;White;Never-married;Doctorate;Prof-specialty;<=50K
22;White;Never-married;Some-college;Other-service;<=50K
37;White;Divorced;HS-grad;Handlers-cleaners;<=50K
32;White;Never-married;Some-college;Sales;<=50K
41;White;Married-spouse-absent;1st-4th;Farming-fishing;<=50K
56;White;Married-civ-spouse;7th-8th;Machine-op-inspct;<=50K
20;White;Never-married;Some-college;Handlers-cleaners;<=50K
27;White;Married-civ-spouse;11th;Machine-op-inspct;<=50K
39;White;Married-civ-spouse;Some-college;Handlers-cleaners;<=50K
46;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
20;White;Never-married;HS-grad;Adm-clerical;<=50K
30;White;Married-civ-spouse;10th;Adm-clerical;<=50K
30;Black;Married-civ-spouse;HS-grad;Other-service;<=50K
22;White;Never-married;Some-college;Handlers-cleaners;<=50K
18;White;Never-married;HS-grad;Sales;<=50K
28;Black;Never-married;HS-grad;Other-service;<=50K
21;White;Never-married;Some-college;Priv-house-serv;<=50K
37;White;Divorced;Assoc-voc;Tech-support;<=50K
28;Black;Never-married;Bachelors;Prof-specialty;<=50K
23;White;Married-civ-spouse;5th-6th;Other-service;<=50K
32;Black;Never-married;Assoc-voc;Exec-managerial;<=50K
27;White;Never-married;12th;Machine-op-inspct;<=50K
55;Black;Divorced;HS-grad;Prof-specialty;<=50K
25;White;Never-married;Bachelors;Prof-specialty;<=50K
29;White;Divorced;HS-grad;Sales;<=50K
50;White;Married-spouse-absent;HS-grad;Exec-managerial;<=50K
18;White;Never-married;HS-grad;Handlers-cleaners;<=50K
74;White;Widowed;Bachelors;Other-service;<=50K
22;White;Never-married;9th;Sales;<=50K
27;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
27;White;Never-married;Some-college;Tech-support;<=50K
23;White;Never-married;HS-grad;Adm-clerical;<=50K
32;White;Never-married;Prof-school;Prof-specialty;<=50K
41;Other;Married-civ-spouse;HS-grad;Craft-repair;<=50K
48;Asian-Pac-Islander;Married-civ-spouse;9th;Machine-op-inspct;<=50K
51;Black;Never-married;HS-grad;Other-service;<=50K
34;Black;Never-married;12th;Adm-clerical;<=50K
52;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
53;White;Separated;Some-college;Adm-clerical;<=50K
54;White;Married-civ-spouse;Assoc-voc;Transport-moving;<=50K
36;White;Married-civ-spouse;HS-grad;Sales;<=50K
25;White;Never-married;Assoc-voc;Adm-clerical;<=50K
20;White;Never-married;Some-college;Prof-specialty;<=50K
23;White;Never-married;Assoc-acdm;Adm-clerical;<=50K
20;White;Never-married;10th;Machine-op-inspct;<=50K
28;Black;Never-married;Assoc-voc;Other-service;<=50K
73;White;Widowed;HS-grad;Adm-clerical;<=50K
67;White;Married-civ-spouse;HS-grad;Protective-serv;<=50K
32;White;Married-civ-spouse;Assoc-voc;Craft-repair;<=50K
42;White;Divorced;Some-college;Machine-op-inspct;<=50K
33;Black;Married-civ-spouse;HS-grad;Other-service;<=50K
37;White;Never-married;HS-grad;Other-service;<=50K
33;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
31;White;Never-married;10th;Adm-clerical;<=50K
21;White;Never-married;HS-grad;Adm-clerical;<=50K
24;White;Never-married;10th;Other-service;<=50K
26;White;Married-civ-spouse;Some-college;Protective-serv;<=50K
26;White;Married-civ-spouse;11th;Transport-moving;<=50K
33;White;Never-married;Masters;Prof-specialty;<=50K
25;White;Never-married;Bachelors;Sales;<=50K
21;White;Married-civ-spouse;10th;Machine-op-inspct;<=50K
24;White;Never-married;HS-grad;Machine-op-inspct;<=50K
68;White;Divorced;Some-college;Adm-clerical;<=50K
66;White;Never-married;Some-college;Sales;<=50K
38;White;Never-married;Bachelors;Farming-fishing;<=50K
37;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
27;White;Never-married;Bachelors;Prof-specialty;<=50K
49;White;Never-married;Bachelors;Prof-specialty;<=50K
19;White;Never-married;Some-college;Prof-specialty;<=50K
25;White;Never-married;Some-college;Transport-moving;<=50K
40;White;Married-civ-spouse;Some-college;Sales;<=50K
38;White;Divorced;Bachelors;Exec-managerial;<=50K
25;White;Never-married;HS-grad;Other-service;<=50K
25;White;Never-married;Some-college;Craft-repair;<=50K
23;Other;Never-married;10th;Handlers-cleaners;<=50K
28;White;Divorced;Masters;Sales;<=50K
29;White;Married-spouse-absent;HS-grad;Craft-repair;<=50K
32;White;Married-civ-spouse;11th;Craft-repair;<=50K
34;Black;Never-married;HS-grad;Other-service;<=50K
33;White;Married-civ-spouse;HS-grad;Farming-fishing;<=50K
19;White;Never-married;Some-college;Sales;<=50K
41;White;Never-married;10th;Handlers-cleaners;<=50K
18;Asian-Pac-Islander;Never-married;HS-grad;Other-service;<=50K
49;White;Divorced;Some-college;Adm-clerical;<=50K
20;White;Never-married;Some-college;Other-service;<=50K
57;White;Never-married;5th-6th;Other-service;<=50K
35;White;Married-civ-spouse;Some-college;Sales;<=50K
66;White;Married-civ-spouse;11th;Sales;<=50K
25;White;Never-married;Assoc-voc;Adm-clerical;<=50K
59;White;Married-civ-spouse;7th-8th;Farming-fishing;<=50K
25;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
21;White;Never-married;HS-grad;Sales;<=50K
20;Black;Never-married;HS-grad;Adm-clerical;<=50K
32;White;Married-civ-spouse;HS-grad;Protective-serv;<=50K
28;White;Never-married;HS-grad;Adm-clerical;<=50K
53;White;Divorced;HS-grad;Transport-moving;<=50K
58;White;Married-civ-spouse;Some-college;Sales;<=50K
22;White;Never-married;HS-grad;Sales;<=50K
23;White;Married-civ-spouse;11th;Exec-managerial;<=50K
21;White;Never-married;HS-grad;Handlers-cleaners;<=50K
36;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
39;White;Married-civ-spouse;Some-college;Other-service;<=50K
34;White;Never-married;Bachelors;Prof-specialty;<=50K
41;White;Never-married;Masters;Prof-specialty;<=50K
72;White;Married-civ-spouse;Bachelors;Sales;<=50K
32;White;Never-married;Assoc-voc;Craft-repair;<=50K
37;White;Married-civ-spouse;Some-college;Craft-repair;<=50K
21;White;Never-married;Some-college;Prof-specialty;<=50K
26;White;Never-married;Some-college;Adm-clerical;<=50K
18;White;Never-married;Some-college;Sales;<=50K
27;White;Never-married;11th;Exec-managerial;<=50K
20;White;Never-married;Some-college;Adm-clerical;<=50K
34;White;Widowed;Masters;Prof-specialty;<=50K
33;White;Separated;11th;Machine-op-inspct;<=50K
42;White;Never-married;Assoc-voc;Tech-support;<=50K
30;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
28;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
25;White;Never-married;Bachelors;Exec-managerial;<=50K
40;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
36;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
21;White;Never-married;Some-college;Adm-clerical;<=50K
24;White;Never-married;Bachelors;Prof-specialty;<=50K
46;Amer-Indian-Eskimo;Never-married;HS-grad;Transport-moving;<=50K
35;White;Married-civ-spouse;Bachelors;Other-service;<=50K
33;White;Separated;HS-grad;Other-service;<=50K
21;White;Never-married;Assoc-acdm;Prof-specialty;<=50K
58;White;Widowed;7th-8th;Farming-fishing;<=50K
21;White;Never-married;HS-grad;Handlers-cleaners;<=50K
22;White;Never-married;HS-grad;Handlers-cleaners;<=50K
22;White;Never-married;HS-grad;Other-service;<=50K
23;White;Never-married;HS-grad;Prof-specialty;<=50K
38;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Craft-repair;<=50K
49;White;Married-civ-spouse;HS-grad;Sales;<=50K
21;White;Never-married;HS-grad;Prof-specialty;<=50K
55;White;Separated;HS-grad;Adm-clerical;<=50K
47;White;Divorced;11th;Handlers-cleaners;<=50K
19;White;Never-married;HS-grad;Prof-specialty;<=50K
47;White;Never-married;HS-grad;Tech-support;<=50K
36;White;Married-civ-spouse;11th;Craft-repair;<=50K
28;White;Married-civ-spouse;Assoc-acdm;Protective-serv;<=50K
42;Amer-Indian-Eskimo;Widowed;HS-grad;Sales;<=50K
32;White;Married-civ-spouse;HS-grad;Sales;<=50K
34;Black;Never-married;10th;Other-service;<=50K
33;White;Married-civ-spouse;7th-8th;Craft-repair;<=50K
53;White;Married-civ-spouse;HS-grad;Transport-moving;<=50K
24;White;Never-married;Bachelors;Tech-support;<=50K
23;White;Never-married;Some-college;Craft-repair;<=50K
36;White;Divorced;HS-grad;Adm-clerical;<=50K
19;White;Separated;12th;Prof-specialty;<=50K
26;White;Never-married;HS-grad;Adm-clerical;<=50K
22;White;Never-married;Some-college;Sales;<=50K
39;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
38;Black;Divorced;Some-college;Exec-managerial;<=50K
19;Black;Married-civ-spouse;HS-grad;Other-service;<=50K
26;White;Never-married;HS-grad;Transport-moving;<=50K
52;White;Divorced;Bachelors;Craft-repair;<=50K
41;Other;Married-civ-spouse;5th-6th;Other-service;<=50K
45;White;Divorced;HS-grad;Adm-clerical;<=50K
34;White;Never-married;Bachelors;Sales;<=50K
36;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
19;White;Never-married;HS-grad;Farming-fishing;<=50K
26;White;Divorced;11th;Other-service;<=50K
60;White;Married-civ-spouse;10th;Transport-moving;<=50K
35;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
39;White;Divorced;10th;Other-service;<=50K
27;White;Separated;HS-grad;Handlers-cleaners;<=50K
26;White;Never-married;Masters;Prof-specialty;<=50K
17;White;Never-married;12th;Other-service;<=50K
53;Amer-Indian-Eskimo;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
35;White;Divorced;11th;Transport-moving;<=50K
36;White;Married-civ-spouse;HS-grad;Sales;<=50K
21;White;Never-married;HS-grad;Other-service;<=50K
29;White;Never-married;Some-college;Sales;<=50K
22;White;Never-married;Some-college;Other-service;<=50K
50;White;Married-civ-spouse;Masters;Prof-specialty;<=50K
24;Other;Never-married;Bachelors;Prof-specialty;<=50K
36;White;Divorced;Bachelors;Tech-support;<=50K
42;White;Married-civ-spouse;Some-college;Craft-repair;<=50K
38;White;Divorced;7th-8th;Sales;<=50K
52;White;Married-civ-spouse;HS-grad;Exec-managerial;<=50K
46;White;Divorced;10th;Craft-repair;<=50K
23;White;Married-civ-spouse;Some-college;Craft-repair;<=50K
54;White;Married-civ-spouse;5th-6th;Sales;<=50K
27;Black;Never-married;HS-grad;Adm-clerical;<=50K
42;White;Separated;Bachelors;Other-service;<=50K
33;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
19;White;Never-married;Assoc-acdm;Exec-managerial;<=50K
59;White;Married-civ-spouse;11th;Other-service;<=50K
54;White;Widowed;HS-grad;Other-service;<=50K
48;White;Married-civ-spouse;7th-8th;Transport-moving;<=50K
45;White;Divorced;HS-grad;Adm-clerical;<=50K
36;White;Never-married;Bachelors;Exec-managerial;<=50K
35;White;Married-civ-spouse;Assoc-acdm;Craft-repair;<=50K
47;White;Divorced;Some-college;Adm-clerical;<=50K
33;White;Never-married;Bachelors;Exec-managerial;<=50K
48;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
42;Black;Separated;HS-grad;Craft-repair;<=50K
19;White;Never-married;Some-college;Other-service;<=50K
64;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
51;White;Married-civ-spouse;Bachelors;Farming-fishing;<=50K
20;White;Never-married;HS-grad;Adm-clerical;<=50K
28;White;Never-married;HS-grad;Other-service;<=50K
29;White;Never-married;Some-college;Craft-repair;<=50K
51;White;Separated;Bachelors;Sales;<=50K
36;White;Married-civ-spouse;HS-grad;Prof-specialty;<=50K
52;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
25;White;Divorced;Some-college;Other-service;<=50K
36;Black;Never-married;Assoc-acdm;Adm-clerical;<=50K
44;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
47;Black;Married-spouse-absent;10th;Transport-moving;<=50K
32;White;Divorced;HS-grad;Craft-repair;<=50K
37;Asian-Pac-Islander;Never-married;Masters;Prof-specialty;<=50K
40;White;Married-civ-spouse;HS-grad;Adm-clerical;<=50K
34;White;Married-civ-spouse;HS-grad;Sales;<=50K
26;White;Never-married;Some-college;Prof-specialty;<=50K
49;White;Married-civ-spouse;Bachelors;Farming-fishing;<=50K
46;White;Married-spouse-absent;Bachelors;Prof-specialty;<=50K
31;Black;Never-married;Some-college;Adm-clerical;<=50K
22;White;Never-married;Assoc-voc;Craft-repair;<=50K
20;White;Never-married;Some-college;Other-service;<=50K
26;Black;Never-married;Some-college;Adm-clerical;<=50K
31;White;Never-married;9th;Machine-op-inspct;<=50K
46;White;Divorced;HS-grad;Sales;<=50K
22;White;Married-civ-spouse;7th-8th;Machine-op-inspct;<=50K
38;White;Never-married;Assoc-voc;Craft-repair;<=50K
35;White;Married-civ-spouse;HS-grad;Sales;<=50K
27;White;Never-married;Some-college;Protective-serv;<=50K
27;White;Married-civ-spouse;Assoc-acdm;Exec-managerial;<=50K
46;White;Divorced;Some-college;Sales;<=50K
19;White;Never-married;Some-college;Adm-clerical;<=50K
20;White;Never-married;Some-college;Other-service;<=50K
34;White;Married-civ-spouse;Bachelors;Protective-serv;<=50K
27;Other;Married-civ-spouse;Some-college;Farming-fishing;<=50K
21;White;Never-married;Some-college;Sales;<=50K
51;White;Divorced;Assoc-voc;Prof-specialty;<=50K
49;White;Married-spouse-absent;Masters;Prof-specialty;<=50K
51;Black;Divorced;HS-grad;Machine-op-inspct;<=50K
20;White;Never-married;Some-college;Handlers-cleaners;<=50K
69;White;Married-civ-spouse;HS-grad;Sales;<=50K
43;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
50;Black;Divorced;HS-grad;Machine-op-inspct;<=50K
32;White;Married-civ-spouse;HS-grad;Machine-op-inspct;<=50K
27;White;Never-married;HS-grad;Farming-fishing;<=50K
38;White;Married-civ-spouse;HS-grad;Other-service;<=50K
46;White;Divorced;HS-grad;Exec-managerial;<=50K
21;White;Never-married;HS-grad;Machine-op-inspct;<=50K
36;White;Never-married;Bachelors;Adm-clerical;<=50K
36;White;Divorced;12th;Handlers-cleaners;<=50K
23;Asian-Pac-Islander;Never-married;HS-grad;Machine-op-inspct;<=50K
40;White;Married-civ-spouse;Bachelors;Prof-specialty;<=50K
64;White;Married-civ-spouse;Some-college;Exec-managerial;<=50K
66;White;Married-civ-spouse;11th;Craft-repair;<=50K
42;White;Married-civ-spouse;HS-grad;Sales;<=50K
55;White;Widowed;Some-college;Adm-clerical;<=50K
25;White;Married-civ-spouse;HS-grad;Handlers-cleaners;<=50K
39;Black;Never-married;Some-college;Tech-support;<=50K
20;White;Never-married;HS-grad;Other-service;<=50K
32;White;Married-civ-spouse;HS-grad;Other-service;<=50K
28;White;Never-married;Bachelors;Sales;<=50K
23;White;Never-married;Assoc-acdm;Exec-managerial;<=50K
18;White;Never-married;HS-grad;Other-service;<=50K
29;White;Married-civ-spouse;HS-grad;Craft-repair;<=50K
32;White;Married-civ-spouse;Some-college;Protective-serv;<=50K
31;White;Divorced;HS-grad;Craft-repair;<=50K
60;White;Married-civ-spouse;5th-6th;Craft-repair;<=50K
42;White;Married-civ-spouse;Some-college;Transport-moving;<=50K
18;White;Never-married;11th;Other-service;<=50K
31;White;Never-married;HS-grad;Sales;<=50K
54;White;Married-civ-spouse;HS-grad;Sales;<=50K
46;White;Married-civ-spouse;Some-college;Sales;<=50K
27;White;Never-married;HS-grad;Farming-fishing;<=50K
38;White;Married-civ-spouse;7th-8th;Farming-fishing;<=50K
36;White;Never-married;Masters;Prof-specialty;<=50K
25;White;Divorced;HS-grad;Other-service;<=50K
